Sentence,Token,Tag
2125,لفيديرالية,O
2125,د,O
2125,ليسار,O
2125,"""",O
2125,.,O
2126,أبو,B-PER
2126,حفص,I-PER
2126,عمر,I-PER
2126,بن,I-PER
2126,الخطاب,I-PER
2126,العدوي,I-PER
2126,القرشي,I-PER
2126,لمعروف,O
2126,ب,O
2126,لفاروق,B-PER
2126,هو,O
2126,لخليفة,O
2126,تّاني,O
2126,ف,O
2126,لخلافة,O
2126,رّاشدة,O
2126,،,O
2126,من,O
2126,كبار,O
2126,صحاب,O
2126,عند,O
2126,الرسول,O
2126,محمد,B-PER
2126,،,O
2126,واحد,O
2126,من,O
2126,لعشرة,O
2126,لمبشرين,O
2126,ب,O
2126,لجنة,O
2126,،,O
2126,و,O
2126,كان,O
2126,قاضي,O
2126,و,O
2126,عالم,O
2126,كبير,O
2126,معروف,O
2126,فديك,O
2126,الوقت,O
2126,.,O
2127,وشد,O
2127,لخلافة,O
2127,بعد,O
2127,لوفاة,O
2127,ديال,O
2127,أبو,B-PER
2127,بكر,I-PER
2127,الصديق,I-PER
2127,فـ,O
2127,23,B-MISC
2127,أغسطس,I-MISC
2127,634,I-MISC
2127,م,O
2127,لموافق,O
2127,لـ,O
2127,22,B-MISC
2127,جمادى,I-MISC
2127,الآخرة,I-MISC
2127,عام,I-MISC
2127,13,I-MISC
2127,هـ,O
2127,،,O
2127,كان,O
2127,قاضي,O
2127,معروف,O
2127,عليه,O
2127,بلي,O
2127,كينصف,O
2127,لمضلوم,O
2127,و,O
2127,الضعيف,O
2127,سوا,O
2127,كان,O
2127,مسلم,B-MISC
2127,ولا,O
2127,ماشي,O
2127,مسلم,B-MISC
2127,،,O
2127,وهادشي,O
2127,علاش,O
2127,تسما,O
2127,ب,O
2127,لفاروق,O
2127,حيت,O
2127,كيفرق,O
2127,بين,O
2127,لحق,O
2127,و,O
2127,لباطل,O
2127,،,O
2127,و,O
2127,كان,O
2127,معروف,O
2127,ب,O
2127,لفتوحات,O
2127,ل,O
2127,إسلامية,B-MISC
2127,و,O
2127,لعدل,O
2127,بين,O
2127,الناس,O
2127,فعهد,O
2127,خلافتو,O
2127,،,O
2127,وهادشي,O
2127,لي,O
2127,كيخليه,O
2127,من,O
2127,أكتر,O
2127,الشخصيات,O
2127,لمأترين,O
2127,فلعالم,O
2127,،,O
2127,و,O
2127,أهم,O
2127,الشخصيات,O
2127,ف,O
2127,لإسلام,B-MISC
2127,.,O
2128,عمر,B-PER
2128,بنجلون,I-PER
2128,،,O
2128,تولد,O
2128,ف,O
2128,1936,O
2128,ف,O
2128,وجدة,O
2128,ؤمات,O
2128,مقتول,O
2128,ف,O
2128,18,B-MISC
2128,دجنبر,I-MISC
2128,1975,I-MISC
2128,ف,O
2128,دارلبيضا,B-LOC
2128,،,O
2128,كان,O
2128,سياسي,O
2128,مغريبي,B-MISC
2128,.,O
2129,عمر,B-PER
2129,بنجلون,I-PER
2129,تزاد,O
2129,ف,O
2129,وجدة,O
2129,و,O
2129,قرا,O
2129,تيصالات,O
2129,ؤ,O
2129,لقانون,O
2129,.,O
2130,شارك,O
2130,ف,O
2130,تأسيس,O
2130,تيحاد,B-ORG
2130,لوطني,I-ORG
2130,د,I-ORG
2130,لقوات,I-ORG
2130,شعبية,I-ORG
2130,ؤكان,O
2130,عضو,O
2130,نشيط,O
2130,ف,O
2130,ليسار,B-ORG
2130,لمغريبي,I-ORG
2130,بين,O
2130,1959,O
2130,ؤ,O
2130,1975,O
2130,.,O
2131,فهاد,O
2131,تاريخ,O
2131,،,O
2131,شارك,O
2131,ف,O
2131,إنشاء,O
2131,تيحاد,B-ORG
2131,شتيراكي,I-ORG
2131,د,I-ORG
2131,لقوات,I-ORG
2131,شعبية,I-ORG
2131,ؤكان,O
2131,مكلف,O
2131,بجورنال,O
2131,لحيزب,O
2131,لي,O
2131,هو,O
2131,لمحرر,O
2131,.,O
2132,كان,O
2132,نشيط,O
2132,حتا,O
2132,معا,O
2132,نقابات,O
2132,،,O
2132,خصوصا,O
2132,تيحاد,B-ORG
2132,لوطني,I-ORG
2132,د,I-ORG
2132,طلبة,I-ORG
2132,لمغريب,I-ORG
2132,ؤ,O
2132,تيحاد,B-ORG
2132,لمغريبي,I-ORG
2132,د,I-ORG
2132,شغل,I-ORG
2132,،,O
2132,ؤتشد,O
2132,موراها,O
2132,بزاف,O
2132,د,O
2132,لمرات,O
2132,وتعتاقل,O
2132,.,O
2133,تعرض,O
2133,ف,O
2133,1973,O
2133,لأول,O
2133,محاولة,O
2133,غتيال,O
2133,عن,O
2133,طريق,O
2133,رسالة,O
2133,ملغومة,O
2133,،,O
2133,ؤموراها,O
2133,ف,O
2133,18,B-MISC
2133,دجنبر,I-MISC
2133,1975,I-MISC
2133,تقتل,O
2133,مور,O
2133,ماطعنوه,O
2133,واحد,O
2133,لمجموعة,O
2133,تابعة,O
2133,ل,O
2133,شبيبة,B-ORG
2133,لإسلامية,I-ORG
2133,.,O
2134,خوه,O
2134,أحمد,B-PER
2134,بقا,O
2134,ف,O
2134,حيزب,O
2134,تيحاد,B-ORG
2134,شتيراكي,I-ORG
2134,حتال,O
2134,1989,O
2134,فين,O
2134,أسس,O
2134,حيزب,B-ORG
2134,طليعة,I-ORG
2134,.,O
2135,عمر,B-PER
2135,دهكون,I-PER
2135,(,O
2135,تولد,O
2135,ف,O
2135,تاليوين,B-LOC
2135,ف,O
2135,1936,O
2135,),O
2135,و,O
2135,اللي,O
2135,كان,O
2135,كيتسمّا,O
2135,ب,O
2135,زوهير,O
2135,،,O
2135,كان,O
2135,مناضل,O
2135,ف,O
2135,ليتيحاد,B-ORG
2135,لوطني,I-ORG
2135,للقوات,I-ORG
2135,الشعبية,I-ORG
2135,وفلجناح,O
2135,الثوري,O
2135,ديالو,O
2135,اللي,O
2135,كانت,O
2135,سميتو,O
2135,التنظيم,O
2135,.,O
2136,دهكون,B-PER
2136,كان,O
2136,هو,O
2136,الشاف,O
2136,ديال,O
2136,الخلايا,O
2136,السرية,O
2136,اللي,O
2136,كانت,O
2136,ف,O
2136,الرباط,B-LOC
2136,و,O
2136,الدار,B-LOC
2136,لبيضا,I-LOC
2136,و,O
2136,اللي,O
2136,كانو,O
2136,تيوجدو,O
2136,باش,O
2136,يديرو,O
2136,أعمال,O
2136,مسلحة,O
2136,فلمدن,O
2136,من,O
2136,بعد,O
2136,ما,O
2136,تبدا,O
2136,الثورة,O
2136,فالجبل,O
2136,.,O
2137,مورا,O
2137,لأحداث,O
2137,د,O
2137,مولاي,B-PER
2137,بوعزة,I-PER
2137,ف,O
2137,1973,O
2137,،,O
2137,تعتاقل,O
2137,دهكون,O
2137,وتحكم,O
2137,عليه,O
2137,بلإعدام,O
2137,.,O
2138,تعدم,O
2138,فلعيد,B-MISC
2138,لكبير,I-MISC
2138,ديال,O
2138,ديك,O
2138,العام,O
2138,النّيت,O
2138,ف,O
2138,قنيطرة,B-PER
2138,.,O
2139,عمر,B-PER
2139,واهروش,I-PER
2139,(,O
2139,1926,O
2139,-,O
2139,27,B-MISC
2139,أكتوبر,I-MISC
2139,1994,I-MISC
2139,),O
2139,كان,O
2139,واحد,O
2139,المغني,O
2139,وشاعر,O
2139,مغربي,B-MISC
2139,من,O
2139,قبيلة,O
2139,مزوضة,O
2139,جوايه,O
2139,مراكش,B-LOC
2139,تيغني,O
2139,بالشلحة,O
2139,وكيخدًم,O
2139,الآلة,O
2139,ديال,O
2139,الرباب,O
2139,ولوطار,O
2139,.,O
2140,تولد,O
2140,عمر,B-PER
2140,واهروش,I-PER
2140,عام,O
2140,1926,O
2140,أولا,O
2140,1933,O
2140,بدوار,O
2140,تيحونان,O
2140,فمزوضة,O
2140,جوايه,O
2140,مراكش,B-LOC
2140,فا,O
2140,لمغريب,B-LOC
2140,.,O
2141,تأثر,O
2141,بباه,O
2141,ملي,O
2141,كان,O
2141,صغير,O
2141,حيت,O
2141,كان,O
2141,رايس,O
2141,وعلمو,O
2141,الرباب,O
2141,والشعر,O
2141,ولغنا,O
2141,.,O
2142,بدا,O
2142,عام,O
2142,1952,O
2142,ملي,O
2142,غنا,O
2142,قصيدة,O
2142,"""",O
2142,الضابط,O
2142,"""",O
2142,على,O
2142,المقاومة,O
2142,ديال,O
2142,للاستعمار,O
2142,ديال,O
2142,فرنسا,B-LOC
2142,،,O
2142,وداوه,O
2142,عليها,O
2142,للحبس,O
2142,دوز,O
2142,فيه,O
2142,ثلث,O
2142,شهور,O
2142,ف,O
2142,إمنتانوت,B-LOC
2142,،,O
2142,واستنكر,O
2142,فيها,O
2142,التي,O
2142,فرضها,O
2142,المستعمر,O
2142,أنذاك,O
2142,،,O
2142,بحضور,O
2142,الحكام,O
2142,العسكريين,O
2142,وقائد,O
2142,المنطقة,O
2142,في,O
2142,حفل,O
2142,أقامه,O
2142,أحد,O
2142,الأعيان,O
2142,.,O
2143,تعرف,O
2143,الرايس,O
2143,واهروش,B-PER
2143,بالغنا,O
2143,ديالو,O
2143,على,O
2143,لاستعمار,O
2143,والوطنية,O
2143,والضرائب,O
2143,والفقر,O
2143,.,O
2144,شارك,O
2144,فمهرجانات,O
2144,ف,O
2144,المغرب,B-LOC
2144,أو,O
2144,الخارج,O
2144,،,O
2144,مشا,O
2144,ل,O
2144,فرنسا,B-LOC
2144,ف,O
2144,1963,O
2144,و,O
2144,بلجيكا,B-LOC
2144,ف,O
2144,1964,O
2144,أو,O
2144,الحج,B-LOC
2144,ف,O
2144,1968,O
2144,.,O
2145,آخر,O
2145,مرة,O
2145,سجل,O
2145,فيها,O
2145,عمر,B-PER
2145,واهروش,I-PER
2145,كانت,O
2145,ف,O
2145,1987,O
2145,قبل,O
2145,ما,O
2145,يمرض,O
2145,ودخل,O
2145,سبيطار,O
2145,الأمراض,O
2145,العقلية,O
2145,ف,O
2145,1991,O
2145,.,O
2146,مات,O
2146,الحاج,O
2146,واهر,B-PER
2146,وش,O
2146,نهار,O
2146,27,B-MISC
2146,أكتوبر,I-MISC
2146,1994,I-MISC
2146,ف,O
2146,مراكش,B-LOC
2146,وخلا,O
2146,بزاف,O
2146,ديال,O
2146,الأغاني,O
2146,الأمازيغية,B-MISC
2146,.,O
2147,رقية,B-PER
2147,الدمسيرية,I-PER
2147,سعيد,B-PER
2147,أشتوك,I-PER
2147,لفرانساوية,B-MISC
2147,:,O
2147,France,B-LOC
2147,،,O
2147,ولّا,O
2147,فرانس,B-LOC
2147,),O
2147,،,O
2147,ولاً,O
2147,الجمهورية,O
2147,ا,O
2147,لفرانساويًة,B-MISC
2147,هي,O
2147,واحد,O
2147,لبلاد,O
2147,ف,O
2147,لغرب,O
2147,تاع,O
2147,أوروبا,B-LOC
2147,تيسكن,O
2147,فيها,O
2147,تقريبا,O
2147,67,O
2147,مليون,O
2147,واحد,O
2147,.,O
2148,تايحدوها,O
2148,ب,O
2148,لجيكا,B-LOC
2148,و,O
2148,ليكسومبورݣ,B-LOC
2148,من,O
2148,الشمال,O
2148,،,O
2148,ألمانيا,B-LOC
2148,،,O
2148,سويسرا,B-LOC
2148,و,O
2148,الطاليان,B-LOC
2148,من,O
2148,الشرق,O
2148,،,O
2148,و,O
2148,صبانيا,B-LOC
2148,و,O
2148,أندورا,B-LOC
2148,من,O
2148,الجنوب,O
2148,.,O
2149,لعاصمة,O
2149,ديال,O
2149,فرانسا,B-LOC
2149,هي,O
2149,باريز,B-LOC
2149,.,O
2150,فرانسا,B-LOC
2150,داخلة,O
2150,فالاتحاد,B-ORG
2150,الأوروپي,I-ORG
2150,،,O
2150,وتاتخدًم,O
2150,لفلوس,O
2150,ديال,O
2150,أورو,B-MISC
2150,.,O
2151,رائيس,O
2151,ديالها,O
2151,دابا,O
2151,هو,O
2151,إمانويل,B-PER
2151,ماكرون,I-PER
2151,،,O
2151,و,O
2151,لّوغة,O
2151,رّسمية,O
2151,فيها,O
2151,هيا,O
2151,لفرانساوية,B-MISC
2151,.,O
2152,سّمية,O
2152,د,O
2152,فرانسا,B-LOC
2152,جات,O
2152,من,O
2152,كلمة,O
2152,"""",O
2152,فرانك,B-MISC
2152,"""",O
2152,(,O
2152,ب,O
2152,ل,O
2152,فرانساوية,B-MISC
2152,Franc,B-MISC
2152,),O
2152,لي,O
2152,هو,O
2152,شعب,O
2152,جرماني,B-MISC
2152,جا,O
2152,من,O
2152,شّمال,O
2152,باش,O
2152,يستاقر,O
2152,ف,O
2152,فرانسا,B-LOC
2152,.,O
2153,لفرانساوية,B-MISC
2153,هي,O
2153,واحد,O
2153,اللوغة,O
2153,لاتينية,B-MISC
2153,من,O
2153,الأسرة,O
2153,الهندو,B-MISC
2153,أوروپية,I-MISC
2153,.,O
2154,الأصل,O
2154,ديالها,O
2154,هو,O
2154,الدارجة,O
2154,د,O
2154,اللاتينية,B-MISC
2154,اللي,O
2154,كانت,O
2154,تاتهضر,O
2154,فالشمال,O
2154,د,O
2154,فرانسا,B-LOC
2154,.,O
2155,على,O
2155,حساب,O
2155,الإحصائيات,O
2155,د,O
2155,2014,O
2155,",",O
2155,كاين,O
2155,77,O
2155,مليون,B-MISC
2155,واحد,O
2155,فالعالم,O
2155,اللي,O
2155,اللوغة,O
2155,الأم,O
2155,ديالو,O
2155,هي,O
2155,لفرانساوية,B-MISC
2155,",",O
2155,وفلمجموع,O
2155,تقريبا,O
2155,300,O
2155,مليون,O
2155,واحد,O
2155,تيهضرو,O
2155,ل,O
2155,فرانساوية,B-MISC
2155,يا,O
2155,إما,O
2155,كلوغة,O
2155,لم,O
2155,",",O
2155,ولا,O
2155,تعلموها,O
2155,من,O
2155,بعد,O
2155,.,O
2156,كاين,O
2156,بزاف,O
2156,د,O
2156,لبلدان,O
2156,من,O
2156,غير,O
2156,فرانسا,B-LOC
2156,اللي,O
2156,فيها,O
2156,لفرانساوية,B-MISC
2156,لوغة,O
2156,رسمية,O
2156,",",O
2156,حيث,O
2156,فرانسا,B-LOC
2156,ستعمرات,O
2156,بزاف,O
2156,د,O
2156,لبلايص,O
2156,فلعالم,O
2156,وكانت,O
2156,تاتفرض,O
2156,اللوغة,O
2156,ديالها,O
2156,عليهم,O
2156,.,O
2157,من,O
2157,لبلدان,O
2157,اللي,O
2157,فيها,O
2157,لفرانساوية,B-MISC
2157,رسمية,O
2157,كاين,O
2157,:,O
2157,فرانسا,B-LOC
2157,",",O
2157,سويسرا,B-LOC
2157,",",O
2157,بلجيكا,B-LOC
2157,",",O
2157,كنادا,B-LOC
2157,",",O
2157,وبزاف,O
2157,د,O
2157,الدول,O
2157,ف,O
2157,إفريقيا,B-LOC
2157,.,O
2158,فلمجموع,O
2158,لفرانساوية,O
2158,لغة,O
2158,رسمية,O
2158,ف,O
2158,29,O
2158,بلاد,O
2158,فلعالم,O
2158,.,O
2159,30,O
2159,%,O
2159,د,O
2159,الناس,O
2159,ف,O
2159,لمغريب,B-LOC
2159,(,O
2159,تقريبا,O
2159,10,O
2159,د,O
2159,لمليون,O
2159,),O
2159,تيهضرو,O
2159,لفرانساوية,B-MISC
2159,",",O
2159,ولكن,O
2159,هي,O
2159,ماشي,O
2159,لوغة,O
2159,رسمية,O
2159,و,O
2159,ماعندها,O
2159,تا,O
2159,وضع,O
2159,دستوري,O
2159,ولا,O
2159,قانوني,O
2159,",",O
2159,واخا,O
2159,بزاف,O
2159,د,O
2159,الإدارات,O
2159,والمؤسسات,O
2159,تيتعاملو,O
2159,بيها,O
2159,.,O
2160,لمنضمة,O
2160,اللي,O
2160,تاتكلّف,O
2160,بلفرانساوية,B-MISC
2160,ف,O
2160,لعالم,O
2160,هي,O
2160,لمنضمة,B-ORG
2160,لعالمية,I-ORG
2160,د,I-ORG
2160,لفرونكفونية,I-ORG
2160,.,O
2161,لينݣليزية,B-MISC
2161,لهولانديًة,B-MISC
2161,فرانسيسكو,B-PER
2161,فرانكو,I-PER
2161,باهاموندي,I-PER
2161,،,O
2161,با,O
2161,لصبليونية,B-MISC
2161,:,O
2161,Francisco,B-PER
2161,Franco,I-PER
2161,Bahamonde,I-PER
2161,(,O
2161,تولد,O
2161,ف,O
2161,4,B-MISC
2161,دجنبر,I-MISC
2161,1892,I-MISC
2161,ف,O
2161,ݣاليسيا,B-LOC
2161,،,O
2161,مات,O
2161,ف,O
2161,20,B-MISC
2161,نونبر,I-MISC
2161,1975,I-MISC
2161,ف,O
2161,مدريد,B-LOC
2161,),O
2161,كان,O
2161,جنرال,O
2161,و,O
2161,سياسي,O
2161,صبليوني,B-MISC
2161,قاد,O
2161,لقوّات,O
2161,لوطنية,O
2161,الصبليونية,B-MISC
2161,ف,O
2161,وقت,O
2161,لحرب,O
2161,لأهلية,O
2161,،,O
2161,طيّح,O
2161,لجمهورية,O
2161,التانية,O
2161,د,O
2161,لبلاد,O
2161,،,O
2161,و,O
2161,حكم,O
2161,صبانيا,B-LOC
2161,من,O
2161,1939,O
2161,تا,O
2161,مات,O
2161,ف,O
2161,1975,O
2161,.,O
2162,لوقت,O
2162,د,O
2162,لحكيم,O
2162,د,O
2162,فرانكو,B-PER
2162,،,O
2162,اللي,O
2162,كان,O
2162,معروف,O
2162,بسميت,O
2162,لفرانكاوية,B-MISC
2162,،,O
2162,كان,O
2162,معروف,O
2162,بالديكتاتورية,O
2162,ديالو,O
2162,.,O
2163,ف,O
2163,اللخر,O
2163,د,O
2163,لوقت,O
2163,د,O
2163,لحكيم,O
2163,د,O
2163,فرانكو,B-PER
2163,(,O
2163,ف,O
2163,1969,O
2163,),O
2163,،,O
2163,رجّع,O
2163,فرانكو,B-PER
2163,لملكية,O
2163,لصبانيا,B-LOC
2163,،,O
2163,و,O
2163,دار,O
2163,لأمير,O
2163,خوان,B-PER
2163,كارلوس,I-PER
2163,هو,O
2163,ولي,O
2163,لعهد,O
2163,ديالو,O
2163,.,O
2164,ملّي,O
2164,مات,O
2164,فرانكو,B-PER
2164,،,O
2164,ولاّ,O
2164,خوان,B-PER
2164,كارلوس,I-PER
2164,هو,O
2164,لماليك,O
2164,ديال,O
2164,لبلاد,O
2164,،,O
2164,و,O
2164,مشا,O
2164,ف,O
2164,الجيهة,O
2164,ديال,O
2164,الديموقراطية,O
2164,.,O
2165,شارك,O
2165,فرانكو,B-PER
2165,ف,O
2165,لحرب,O
2165,د,O
2165,ا,O
2165,لريف,B-MISC
2165,ملّي,O
2165,كان,O
2165,صغير,O
2165,،,O
2165,و,O
2165,عاوناتو,O
2165,باش,O
2165,يطلع,O
2165,ف,O
2165,لݣراد,O
2165,.,O
2166,ولاّ,O
2166,جينيرال,O
2166,ف,O
2166,1926,O
2166,،,O
2166,ملّي,O
2166,كانت,O
2166,عندو,O
2166,غي,O
2166,33,O
2166,عام,O
2166,.,O
2167,لفرانسيوم,O
2167,(,O
2167,ب,O
2167,نّݣليزية,B-MISC
2167,:,O
2167,Francium,O
2167,),O
2167,هوّا,O
2167,عنصر,O
2167,كيماوي,O
2167,أساسي,O
2167,،,O
2167,الرمز,O
2167,ديالو,O
2167,هوّا,O
2167,Fr,O
2167,ؤ,O
2167,نّمرة,O
2167,دّرية,O
2167,ديالو,O
2167,87,O
2167,ف,O
2167,طّابلو,O
2167,دّوري,O
2167,،,O
2167,هاد,O
2167,لعنصر,O
2167,مرتب,O
2167,ف,O
2167,السطر,O
2167,(,O
2167,الدورة,O
2167,),O
2167,7,O
2167,و,O
2167,لعمود,O
2167,(,O
2167,لمجموعة,O
2167,),O
2167,1,O
2167,.,O
2168,هاد,O
2168,لعنصر,O
2168,داخل,O
2168,ف,O
2168,لݣروپ,O
2168,ديال,O
2168,لفلزّات,O
2168,لقلوية,O
2168,الترابية,O
2168,.,O
2169,ف,O
2169,الظروف,O
2169,لمعيارية,O
2169,د,O
2169,الضغط,O
2169,ؤ,O
2169,الحرارة,O
2169,،,O
2169,هاد,O
2169,لعنصر,O
2169,كايكون,O
2169,ف,O
2169,حالة,O
2169,قاسحة,O
2169,.,O
2170,هاد,O
2170,لعنصر,O
2170,معروف,O
2170,من,O
2170,1939,O
2170,.,O
2171,لكتلة,O
2171,دّرية,O
2171,:,O
2171,(,O
2171,223,O
2171,),O
2171,ݣرام,O
2171,/,O
2171,مول,O
2171,.,O
2172,لحالات,O
2172,د,O
2172,لأكسدة,O
2172,:,O
2172,1,O
2172,لكهروسلبية,O
2172,:,O
2172,0,O
2172,.,O
2173,7,O
2173,ف,O
2173,سلوم,O
2173,د,O
2173,پاولينݣ,O
2173,لكتافة,O
2173,:,O
2173,-,O
2173,شعاع,O
2173,دري,O
2173,:,O
2173,-,O
2173,أنݣستروم,O
2173,.,O
2174,النݣليزية,B-MISC
2174,:,O
2174,Queensland,B-LOC
2174,),O
2174,هي,O
2174,وحدة,O
2174,من,O
2174,لويلايات,O
2174,ديال,O
2174,ؤسطراليا,B-LOC
2174,وكاينة,O
2174,فالشرق,O
2174,.,O
2175,لعاصيمة,O
2175,ديالها,O
2175,هي,O
2175,بريزبان,B-LOC
2175,.,O
2176,كوينزلاند,B-LOC
2176,هي,O
2176,اللي,O
2176,فيها,O
2176,تالت,O
2176,أكبر,O
2176,عدد,O
2176,ديال,O
2176,الناس,O
2176,،,O
2176,واللي,O
2176,واصل,O
2176,تقريبا,O
2176,ل,O
2176,4,O
2176,دلمليون,O
2176,واحد,O
2176,.,O
2177,هي,O
2177,التانية,O
2177,فالترتيب,O
2177,ديال,O
2177,لويلايات,O
2177,بلميساحة,O
2177,اللي,O
2177,واصلة,O
2177,ل,O
2177,1,O
2177,",",O
2177,729,O
2177,",",O
2177,742,O
2177,كم²,O
2177,.,O
2178,هاد,O
2178,لويلاية,O
2178,شادّة,O
2178,الشمال,O
2178,الشرقي,O
2178,ديال,O
2178,ؤسطراليا,B-LOC
2178,.,O
2179,كانو,O
2179,السكان,O
2179,لأصليين,O
2179,د,O
2179,ؤسطراليا,B-LOC
2179,هوما,O
2179,اللي,O
2179,جاو,O
2179,ليها,O
2179,اللولين,O
2179,مابين,O
2179,هادي,O
2179,40,O
2179,و,O
2179,65,O
2179,آلف,O
2179,عام,O
2179,.,O
2180,ولّات,O
2180,من,O
2180,بعد,O
2180,تابعة,O
2180,للتاج,O
2180,دلمملكة,B-LOC
2180,لمتحدة,I-LOC
2180,من,O
2180,مورا,O
2180,ماتفرقات,O
2180,على,O
2180,نيوساوت,B-LOC
2180,ويلز,I-LOC
2180,ف,O
2180,1859,O
2180,.,O
2181,لمينطاقة,O
2181,اللي,O
2181,دابا,O
2181,فيها,O
2181,بريزبان,B-LOC
2181,كانت,O
2181,مركز,O
2181,ديال,O
2181,التأديب,O
2181,ولحبس,O
2181,وكانت,O
2181,سميتو,O
2181,"""",O
2181,موريطون,B-ORG
2181,باي,I-ORG
2181,"""",O
2181,.,O
2182,كان,O
2182,مديور,O
2182,للحبّاسة,O
2182,اللي,O
2182,عندهو,O
2182,روكور,O
2182,عامر,O
2182,بلمخالفات,O
2182,لمعاودين,O
2182,ف,O
2182,نيوساوت,B-LOC
2182,ويلز,I-LOC
2182,.,O
2183,لويلاية,O
2183,من,O
2183,بعد,O
2183,شجعات,O
2183,التعمير,O
2183,لحر,O
2183,،,O
2183,وليوما,O
2183,ليقتيصاد,O
2183,ديال,O
2183,لويلاية,O
2183,واقف,O
2183,على,O
2183,لفلاحة,O
2183,والسياحة,O
2183,ولمواريد,O
2183,دالطبيعة,O
2183,.,O
2184,كوينزلاند,B-LOC
2184,هي,O
2184,ويلاية,O
2184,متنوعة,O
2184,بزاف,O
2184,فالتضاريس,O
2184,ديالها,O
2184,.,O
2185,فيها,O
2185,لݣزاير,O
2185,ليستيوائية,O
2185,،,O
2185,لبحور,O
2185,بالرملة,O
2185,،,O
2185,سهول,O
2185,مسطحة,O
2185,ودايزين,O
2185,فيها,O
2185,لوديان,O
2185,اللي,O
2185,كايفيضو,O
2185,مرة,O
2185,مرة,O
2185,،,O
2185,جبال,O
2185,وهضاب,O
2185,طالعين,O
2185,،,O
2185,صحاري,O
2185,ناشفين,O
2185,،,O
2185,أراضي,O
2185,صالحة,O
2185,للفلاحة,O
2185,وبلايص,O
2185,عامرين,O
2185,بالسكان,O
2185,.,O
2186,لميساحة,O
2186,ديال,O
2186,كوينزلاند,B-LOC
2186,شادة,O
2186,22,O
2186,.,O
2187,5,O
2187,%,O
2187,ديال,O
2187,لميساحة,O
2187,د,O
2187,ؤسطراليا,B-LOC
2187,،,O
2187,الشي,O
2187,اللي,O
2187,مخلّيها,O
2187,تكون,O
2187,التانية,O
2187,فالترتيب,O
2187,ديال,O
2187,لويلايات,O
2187,.,O
2188,الطول,O
2188,ديال,O
2188,لبحور,O
2188,دكوينزلاند,B-LOC
2188,واصل,O
2188,ل,O
2188,6973,O
2188,كيلوميتر,O
2188,،,O
2188,كاتزاد,O
2188,عليها,O
2188,6374,O
2188,كيلوميتر,O
2188,خرة,O
2188,من,O
2188,السواحل,O
2188,ديال,O
2188,لجزر,O
2188,.,O
2189,لويلاية,O
2189,محادياها,O
2189,لأرض,O
2189,دالشمال,O
2189,من,O
2189,لغرب,O
2189,و,O
2189,ؤسطراليا,B-LOC
2189,دلجانوب,O
2189,من,O
2189,لجانوب,O
2189,لغربي,O
2189,و,O
2189,نيوساوت,B-LOC
2189,ويلز,I-LOC
2189,من,O
2189,لجانوب,O
2189,.,O
2190,كاينين,O
2190,ستة,O
2190,ديال,O
2190,لمناطيق,O
2190,دلموناخ,O
2190,ف,O
2190,كوينزلاند,B-LOC
2190,.,O
2191,لمينطاقة,O
2191,ديال,O
2191,لبحر,O
2191,دالشمال,O
2191,فيها,O
2191,كاتطيح,O
2191,معدّالات,O
2191,كبار,O
2191,ديال,O
2191,الشتا,O
2191,،,O
2191,وتقدر,O
2191,توصل,O
2191,فجبل,O
2191,بيليدين,O
2191,كير,O
2191,ل,O
2191,8000,O
2191,مم,O
2191,فلعام,O
2191,.,O
2192,التلج,O
2192,نادر,O
2192,بزاف,O
2192,ف,O
2192,كوينزلاند,B-LOC
2192,،,O
2192,واخّا,O
2192,كايطيح,O
2192,شي,O
2192,مرّات,O
2192,فلحد,O
2192,لجانوبي,O
2192,معا,O
2192,نيوساوت,B-LOC
2192,ويلز,I-LOC
2192,.,O
2193,هاد,O
2193,لجدوال,O
2193,كايعطي,O
2193,لموناخ,O
2193,ديال,O
2193,مدون,O
2193,من,O
2193,لويلاية,O
2193,:,O
2193,ف,O
2193,2019,O
2193,حسب,O
2193,ليحصاء,O
2193,اللي,O
2193,دارو,O
2193,لمكتب,B-ORG
2193,لؤسطرالي,I-ORG
2193,ديال,I-ORG
2193,ليحصاء,I-ORG
2193,هاد,O
2193,لأعداد,O
2193,دلبشري,O
2193,ف,O
2193,كوينزلان,B-LOC
2193,د,O
2193,:,O
2193,كوينيي,B-MISC
2193,(,O
2193,ب,O
2193,نّݣليزية,B-MISC
2193,Coinye,B-MISC
2193,،,O
2193,تّيكر,B-MISC
2193,COINYE,B-MISC
2193,),O
2193,كانت,O
2193,كريپطوعملة,O
2193,تختارعات,O
2193,ف,O
2193,7,O
2193,يناير,B-MISC
2193,2014,I-MISC
2193,من,O
2193,طرف,O
2193,ديڤيد,B-PER
2193,ماكينري,I-PER
2193,جونيور,I-PER
2193,.,O
2194,كوينيي,B-MISC
2194,مبازية,O
2194,علا,O
2194,طّيكنولوجيا,O
2194,د,O
2194,لبروڤ,O
2194,د,O
2194,لخدمة,O
2194,.,O
2195,لپروجي,O
2195,تسد,O
2195,ف,O
2195,2017,O
2195,.,O
2196,سّمية,O
2196,ديال,O
2196,كوينيي,O
2196,جات,O
2196,من,O
2196,لمغني,O
2196,لميريكاني,O
2196,كانيي,B-PER
2196,ويست,I-PER
2196,.,O
2197,لپروجي,O
2197,تخلاو,O
2197,عليه,O
2197,مّاليه,O
2197,ملّي,O
2197,كانيي,B-PER
2197,ويست,I-PER
